store_id,brand_id,store_name,road_address,lng,lat,store_type,source,external_id
str_01KZMSEJ2F39WQR8MCC7T8VTW1,compose,컴포즈커피수원고등 자이점,경기도 수원시 팔달구 고등로 8,126.998601918105,37.2725625267686,NORMAL,PUBLIC_DATA,MA010120220802672522
str_01KZMSEJ2F39WQR8MCC7T8VTW2,paikdabang,빽다방수원역전 시장점,경기도 수원시 팔달구 덕영대로 931-1,127.001668522311,37.2654893482354,NORMAL,PUBLIC_DATA,MA010120220812513383
str_01KZMSEJ2F39WQR8MCC7T8VTW3,ediya,이디야커피수원광교역점,경기도 수원시 영통구 대학1로 49,127.045138365919,37.3000265996019,NORMAL,PUBLIC_DATA,MA010120220810577508
str_01KZMSEJ2F39WQR8MCC7T8VTW4,ediya,이디야커피광교 호수공원점,경기도 수원시 영통구 법조로 38,127.062147496483,37.2868907734938,NORMAL,PUBLIC_DATA,MA010120220812489562
str_01KZMSEJ2F39WQR8MCC7T8VTW5,tourlesjours,뚜레쥬르수원고색점,경기도 수원시 권선구 매송고색로 695,126.980387351042,37.2509809426062,NORMAL,PUBLIC_DATA,MA010120220801399260
str_01KZMSEJ2F39WQR8MCC7T8VTW6,paikdabang,빽다방 광교에듀타운점,경기도 수원시 영통구 도청로89번길 43,127.047218179165,37.2891592768147,NORMAL,PUBLIC_DATA,MA010120220812029698
str_01KZMSEJ2F39WQR8MCC7T8VTW7,compose,컴포즈커피수원 정자점,경기도 수원시 장안구 대평로 72,126.993954899837,37.2948000273429,NORMAL,PUBLIC_DATA,MA010120220804975954
str_01KZMSEJ2F39WQR8MCC7T8VTW8,baskinrobbins,배스킨라빈스광교앨리웨이점,경기도 수원시 영통구 광교호수공원로 80,127.0612679787,37.273087305422,NORMAL,PUBLIC_DATA,MA010120220808116656
str_01KZMSEJ2F39WQR8MCC7T8VTW9,paris,파리바게뜨,경기도 수원시 권선구 금호로53번길 2,126.957608095092,37.2698067700093,NORMAL,PUBLIC_DATA,MA010120220801402725
str_01KZMSEJ2F39WQR8MCC7T8VTWA,paris,파리바게뜨수원정자1동점,경기도 수원시 장안구 만석로 99,126.992082291725,37.2989176566904,NORMAL,PUBLIC_DATA,MA010120220803010520
str_01KZMSEJ2F39WQR8MCC7T8VTWB,tourlesjours,뚜레쥬르,경기도 수원시 권선구 권중로 99,127.029317251938,37.2502671126093,NORMAL,PUBLIC_DATA,MA010120220801362807
str_01KZMSEJ2F39WQR8MCC7T8VTWC,twosome,투썸플레이스,경기도 수원시 영통구 광교중앙로 145,127.05778345471,37.2870912127844,NORMAL,PUBLIC_DATA,MA010120220812480830
str_01KZMSEJ2F39WQR8MCC7T8VTWD,paris,파리바게뜨광교 법조타운점,경기도 수원시 영통구 광교중앙로 250,127.067486362393,37.2923211097478,NORMAL,PUBLIC_DATA,MA010120220804010817
str_01KZMSEJ2F39WQR8MCC7T8VTWE,paikdabang,빽다방 아주대점,경기도 수원시 영통구 아주로 18,127.044143283299,37.2763837271313,NORMAL,PUBLIC_DATA,MA010120220803505233
str_01KZMSEJ2F39WQR8MCC7T8VTWF,megamgc,메가엠지씨커피영통역점,경기도 수원시 영통구 봉영로 1569,127.071023595658,37.2520605400011,NORMAL,PUBLIC_DATA,MA010120220809979207
str_01KZMSEJ2F39WQR8MCC7T8VTWG,compose,컴포즈커피,경기도 수원시 권선구 금곡로102번길 30,126.941145030843,37.2728632694733,NORMAL,PUBLIC_DATA,MA010120220814064762
str_01KZMSEJ2F39WQR8MCC7T8VTWH,megamgc,메가엠지씨커피수원매교역점,경기도 수원시 팔달구 인계로 20,127.018197043598,37.270191398567,NORMAL,PUBLIC_DATA,MA010120220813455169
str_01KZMSEJ2F39WQR8MCC7T8VTWJ,baskinrobbins,배스킨라빈스수원정자 시장점,경기도 수원시 장안구 수성로258번길 3,127.001048797321,37.2895651470345,NORMAL,PUBLIC_DATA,MA010120220809370501
str_01KZMSEJ2F39WQR8MCC7T8VTWK,paris,파리바게뜨,경기도 수원시 영통구 영통로90번길 4-8,127.060281258899,37.2375146199372,NORMAL,PUBLIC_DATA,MA010120220812293215
str_01KZMSEJ2F39WQR8MCC7T8VTWM,ediya,이디야삼성교점,경기도 수원시 영통구 인계로 289,127.049163660305,37.2633707138923,NORMAL,PUBLIC_DATA,MA010120220813914684
str_01KZMSEJ2F39WQR8MCC7T8VTWN,paikdabang,빽다방수원곡반정동점,경기도 수원시 권선구 곡반정로65번길 25,127.027395478672,37.2347605811145,NORMAL,PUBLIC_DATA,MA010120220803312076
str_01KZMSEJ2F39WQR8MCC7T8VTWP,megamgc,메가엠지씨커피수원엠파이어점,경기도 수원시 영통구 신원로 88,127.050269166527,37.247466833878,NORMAL,PUBLIC_DATA,MA010120220801375856
str_01KZMSEJ2F39WQR8MCC7T8VTWQ,twosome,투썸플레이스수원드라마센타점,경기도 수원시 팔달구 권광로255번길 8,127.034466100401,37.2700886655119,NORMAL,PUBLIC_DATA,MA010120220802454009
str_01KZMSEJ2F39WQR8MCC7T8VTWR,twosome,투썸플레이스북수원정자타운점,경기도 수원시 장안구 정자천로 171,126.99450749292,37.2953136456122,NORMAL,PUBLIC_DATA,MA010120220811369298
str_01KZMSEJ2F39WQR8MCC7T8VTWS,paikdabang,빽다방 수원역점,경기도 수원시 팔달구 향교로 9-1,127.002266106308,37.2679131406393,NORMAL,PUBLIC_DATA,MA010120220809274036
str_01KZMSEJ2F39WQR8MCC7T8VTWT,megamgc,메가엠지씨커피수원호매실1 3단지점,경기도 수원시 권선구 호매실로218번길 126,126.960890877182,37.2660956089447,NORMAL,PUBLIC_DATA,MA010120220812724466
str_01KZMSEJ2F39WQR8MCC7T8VTWV,paris,파리바게뜨정자동신점,경기도 수원시 장안구 장안로 232,126.99348038995,37.3043780227016,NORMAL,PUBLIC_DATA,MA010120220801431293
str_01KZMSEJ2F39WQR8MCC7T8VTWW,megamgc,메가엠지씨커피수원 호매실점,경기도 수원시 권선구 금곡로196번길 61,126.954505249582,37.2737521774778,NORMAL,PUBLIC_DATA,MA010120220808990785
str_01KZMSEJ2F39WQR8MCC7T8VTWX,paris,파리바게뜨광교 힐스테이트점,경기도 수원시 영통구 센트럴파크로 33,127.062430798258,37.2885575454681,NORMAL,PUBLIC_DATA,MA010120220802923487
str_01KZMSEJ2F39WQR8MCC7T8VTWY,twosome,투썸플레이스수원 터미널점,경기도 수원시 권선구 덕영대로1201번길 8,127.022576659237,37.2495387437697,NORMAL,PUBLIC_DATA,MA010120220812207583
str_01KZMSEJ2F39WQR8MCC7T8VTWZ,twosome,투썸플레이스동수원 병원점,경기도 수원시 팔달구 중부대로 165,127.0343570283,37.2781710312443,NORMAL,PUBLIC_DATA,MA010120220811688386
str_01KZMSEJ2F39WQR8MCC7T8VTX0,megamgc,메가엠지씨커피호매실신미주점,경기도 수원시 권선구 금호로 20,126.95393335237,37.2686160226311,NORMAL,PUBLIC_DATA,MA010120220812532708
str_01KZMSEJ2F39WQR8MCC7T8VTX1,paris,파리바게뜨,경기도 수원시 권선구 세지로 61,127.016987850603,37.2576310503346,NORMAL,PUBLIC_DATA,MA010120220801338497
str_01KZMSEJ2F39WQR8MCC7T8VTX2,megamgc,메가엠지씨커피수원 곡반정점,경기도 수원시 권선구 곡선로 43,127.029425650943,37.2391662103147,NORMAL,PUBLIC_DATA,MA010120220810053900
str_01KZMSEJ2F39WQR8MCC7T8VTX3,compose,컴포즈커피수원화서 시장점,경기도 수원시 팔달구 동말로 72,127.002097289814,37.2785814663606,NORMAL,PUBLIC_DATA,MA010120220803558559
str_01KZMSEJ2F39WQR8MCC7T8VTX4,paris,파리바게뜨영통아이파크 캐슬점,경기도 수원시 영통구 덕영대로 1400,127.041452068618,37.2418297065878,NORMAL,PUBLIC_DATA,MA010120220813495003
str_01KZMSEJ2F39WQR8MCC7T8VTX5,compose,컴포즈커피수원 호매실점,경기도 수원시 권선구 호매실로104번길 24-61,126.962641916961,37.2588337730455,NORMAL,PUBLIC_DATA,MA010120220813282322
str_01KZMSEJ2F39WQR8MCC7T8VTX6,paikdabang,빽다방수원황골 마을점,경기도 수원시 영통구 영통로 511,127.077506276581,37.2644277921409,NORMAL,PUBLIC_DATA,MA010120220806858256
str_01KZMSEJ2F39WQR8MCC7T8VTX7,baskinrobbins,배스킨라빈스수원경희대점,경기도 수원시 영통구 덕영대로 1689,127.076035449093,37.2479847084411,NORMAL,PUBLIC_DATA,MA010120220812167079
str_01KZMSEJ2F39WQR8MCC7T8VTX8,megamgc,메가엠지씨커피망포포레 스퀘어점,경기도 수원시 영통구 덕영대로 1478,127.052487981488,37.245168206998,NORMAL,PUBLIC_DATA,MA010120220808266792
str_01KZMSEJ2F39WQR8MCC7T8VTX9,megamgc,메가엠지씨커피수원 남문점,경기도 수원시 팔달구 정조로 756-1,127.016879115901,37.2755167449966,NORMAL,PUBLIC_DATA,MA010120220803054073
str_01KZMSEJ2F39WQR8MCC7T8VTXA,megamgc,메가엠지씨커피화서파크 푸르지오점,경기도 수원시 장안구 대평로 27,126.995703370565,37.2885739315175,NORMAL,PUBLIC_DATA,MA010120220810042565
str_01KZMSEJ2F39WQR8MCC7T8VTXB,ediya,이디야수원 인계점,경기도 수원시 팔달구 권광로 169,127.031937545154,37.2628179676393,NORMAL,PUBLIC_DATA,MA010120220802451117
str_01KZMSEJ2F39WQR8MCC7T8VTXC,tourlesjours,뚜레쥬르성대율전점,경기도 수원시 장안구 율전로 105,126.968780454414,37.2985894307622,NORMAL,PUBLIC_DATA,MA010120220802441810
str_01KZMSEJ2F39WQR8MCC7T8VTXD,compose,컴포즈커피수원 연무점,경기도 수원시 장안구 창룡대로 185,127.030382480202,37.2925256674188,NORMAL,PUBLIC_DATA,MA010120220803263673
str_01KZMSEJ2F39WQR8MCC7T8VTXE,compose,컴포즈커피광교SK뷰점,경기도 수원시 영통구 에듀타운로 102,127.046417870928,37.2897813097262,NORMAL,PUBLIC_DATA,MA010120220812038336
str_01KZMSEJ2F39WQR8MCC7T8VTXF,paikdabang,빽다방수원호매실능실점,경기도 수원시 권선구 호매실로104번길 24-76,126.963171387851,37.2595547732054,NORMAL,PUBLIC_DATA,MA010120220812159443
str_01KZMSEJ2F39WQR8MCC7T8VTXG,twosome,투썸플레이스광교역점,경기도 수원시 영통구 대학1로 47,127.044957967095,37.3001347926566,NORMAL,PUBLIC_DATA,MA010120220808447430
str_01KZMSEJ2F39WQR8MCC7T8VTXH,megamgc,메가엠지씨커피세류역점,경기도 수원시 권선구 정조로388번길 7-4,127.015294275325,37.2443679113699,NORMAL,PUBLIC_DATA,MA010120220806911013
str_01KZMSEJ2F39WQR8MCC7T8VTXJ,compose,컴포즈커피수원삼성미래기술점,경기도 수원시 영통구 삼성로 130,127.05781219534,37.2509414224716,NORMAL,PUBLIC_DATA,MA010120220812694991
str_01KZMSEJ2F39WQR8MCC7T8VTXK,ediya,이디야서수원몰점,경기도 수원시 권선구 수인로 291,126.970151485977,37.282632400093,NORMAL,PUBLIC_DATA,MA010120220801396568
str_01KZMSEJ2F39WQR8MCC7T8VTXM,ediya,이디야커피금곡점,경기도 수원시 권선구 서수원로523번길 30-13,126.957889057853,37.2714197338462,NORMAL,PUBLIC_DATA,MA010120220807825111
str_01KZMSEJ2F39WQR8MCC7T8VTXN,paris,파리바게뜨수원 연무점,경기도 수원시 장안구 창룡대로 185,127.030382480202,37.2925256674188,NORMAL,PUBLIC_DATA,MA010120220802440464
str_01KZMSEJ2F39WQR8MCC7T8VTXP,tourlesjours,뚜레쥬르수원역푸르지오자이,경기도 수원시 팔달구 팔달로 63,127.002052072093,37.274355588289,NORMAL,PUBLIC_DATA,MA010120220812937983
str_01KZMSEJ2F39WQR8MCC7T8VTXQ,ediya,이디야수원경희대점,경기도 수원시 영통구 덕영대로 1709,127.078436210583,37.247983142526,NORMAL,PUBLIC_DATA,MA010120220810323493
str_01KZMSEJ2F39WQR8MCC7T8VTXR,twosome,투썸플레이스수원 연무점,경기도 수원시 장안구 창룡대로 175,127.029310988388,37.2922736470235,NORMAL,PUBLIC_DATA,MA010120220812904959
str_01KZMSEJ2F39WQR8MCC7T8VTXS,compose,컴포즈커피수원삼성전자점,경기도 수원시 영통구 신원로 293,127.060187831197,37.2617437468071,NORMAL,PUBLIC_DATA,MA010120220806978066
str_01KZMSEJ2F39WQR8MCC7T8VTXT,ediya,이디야커피수원삼성 정문점,경기도 수원시 영통구 삼성로 186-1,127.058314688877,37.2594290048117,NORMAL,PUBLIC_DATA,MA010120220804687985
str_01KZMSEJ2F39WQR8MCC7T8VTXV,paikdabang,빽다방수원정자백설점,경기도 수원시 장안구 정자천로173번길 17,126.994146524036,37.2961515930267,NORMAL,PUBLIC_DATA,MA010120220807014887
str_01KZMSEJ2F39WQR8MCC7T8VTXW,twosome,투썸플레이스수원 정자점,경기도 수원시 장안구 이목로 24-3,126.984737631327,37.3096572867693,NORMAL,PUBLIC_DATA,MA010120220804204300
str_01KZMSEJ2F39WQR8MCC7T8VTXX,paris,파리바게뜨수원파밀리에점,경기도 수원시 팔달구 세지로 211,127.023202998847,37.2704428148137,NORMAL,PUBLIC_DATA,MA010120220801431624
str_01KZMSEJ2F39WQR8MCC7T8VTXY,paris,파리바게뜨수원메르디앙점,경기도 수원시 팔달구 팔달문로130번길 69,127.031719012453,37.2793521297261,NORMAL,PUBLIC_DATA,MA010120220801436038
str_01KZMSEJ2F39WQR8MCC7T8VTXZ,twosome,투썸플레이스수원나혜석 거리점,경기도 수원시 팔달구 인계로166번길 48-15,127.033978698345,37.2643041190652,NORMAL,PUBLIC_DATA,MA010120220813075701
str_01KZMSEJ2F39WQR8MCC7T8VTY0,paikdabang,빽다방수원정자 시장점,경기도 수원시 장안구 수성로261번길 6,127.001003696496,37.2902229053268,NORMAL,PUBLIC_DATA,MA010120220801429532
str_01KZMSEJ2F39WQR8MCC7T8VTY1,twosome,투썸플레이스태장 사거리점,경기도 수원시 영통구 영통로 135,127.055583392619,37.2396523969518,NORMAL,PUBLIC_DATA,MA010120220811512098
str_01KZMSEJ2F39WQR8MCC7T8VTY2,paris,파리바게뜨광교 센트럴점,경기도 수원시 영통구 센트럴타운로 94,127.050907734444,37.2919329446142,NORMAL,PUBLIC_DATA,MA010120220810035345
str_01KZMSEJ2F39WQR8MCC7T8VTY3,paris,파리바게뜨수원원천점,경기도 수원시 영통구 중부대로448번길 100,127.059109593422,37.2668531981483,NORMAL,PUBLIC_DATA,MA010120220814162184
str_01KZMSEJ2F39WQR8MCC7T8VTY4,baskinrobbins,배스킨라빈스수원 탑동점,경기도 수원시 권선구 금호로 232,126.975465041537,37.2752631145433,NORMAL,PUBLIC_DATA,MA010120220807064130
str_01KZMSEJ2F39WQR8MCC7T8VTY5,compose,컴포즈커피 수원역점,경기도 수원시 팔달구 덕영대로 929,127.001544514382,37.2656785687235,NORMAL,PUBLIC_DATA,MA010120220805890100
str_01KZMSEJ2F39WQR8MCC7T8VTY6,ediya,이디야커피수원일월공원점,경기도 수원시 장안구 일월로 68,126.977501810539,37.2888782244219,NORMAL,PUBLIC_DATA,MA010120220808357879
str_01KZMSEJ2F39WQR8MCC7T8VTY7,paris,파리바게뜨수원매교역점,경기도 수원시 팔달구 인계로 20,127.018411063838,37.2693894387415,NORMAL,PUBLIC_DATA,MA010120220803916469
str_01KZMSEJ2F39WQR8MCC7T8VTY8,megamgc,메가엠지씨커피수원능실 마을점,경기도 수원시 권선구 호매실로104번길 90,126.961791745648,37.2681592884626,NORMAL,PUBLIC_DATA,MA010120220813082491
str_01KZMSEJ2F39WQR8MCC7T8VTY9,paris,파리바게뜨수원송 죽동점,경기도 수원시 장안구 경수대로 1020,127.000518879283,37.3069371428547,NORMAL,PUBLIC_DATA,MA010120220802444895
str_01KZMSEJ2F39WQR8MCC7T8VTYA,twosome,투썸플레이스 아주대점,경기도 수원시 영통구 월드컵로 199,127.044144930243,37.2792039817031,NORMAL,PUBLIC_DATA,MA010120220802448391
str_01KZMSEJ2F39WQR8MCC7T8VTYB,paris,파리바게뜨화서역점,경기도 수원시 팔달구 덕영대로697번길 17,126.990956087128,37.2849334676602,NORMAL,PUBLIC_DATA,MA010120220801409261
str_01KZMSEJ2F39WQR8MCC7T8VTYC,compose,컴포즈커피수원율현점,경기도 수원시 팔달구 일월로22번길 10,126.980716718064,37.2854278138894,NORMAL,PUBLIC_DATA,MA010120220812587862
str_01KZMSEJ2F39WQR8MCC7T8VTYD,megamgc,메가엠지씨커피수원율현점,경기도 수원시 팔달구 일월로22번길 11,126.980445989263,37.2857611538558,NORMAL,PUBLIC_DATA,MA010120220810876810
str_01KZMSEJ2F39WQR8MCC7T8VTYE,paris,파리바게뜨정자로얄점,경기도 수원시 장안구 송원로 20,127.006564095713,37.2970976448013,NORMAL,PUBLIC_DATA,MA010120220812923666
str_01KZMSEJ2F39WQR8MCC7T8VTYF,baskinrobbins,배스킨라빈스수원권선 자이점,경기도 수원시 권선구 권광로 55,127.025790884742,37.2550254448768,NORMAL,PUBLIC_DATA,MA010120220801437697
str_01KZMSEJ2F39WQR8MCC7T8VTYG,tourlesjours,뚜레쥬르카페서 수원점,경기도 수원시 권선구 서부로 1822-55,126.969805525505,37.2736038917092,NORMAL,PUBLIC_DATA,MA010120220802963765
str_01KZMSEJ2F39WQR8MCC7T8VTYH,ediya,이디야커피,경기도 수원시 영통구 영통로 115,127.056844327341,37.2379217902752,NORMAL,PUBLIC_DATA,MA010120220802469098
str_01KZMSEJ2F39WQR8MCC7T8VTYJ,paikdabang,빽다방수원 탑동점,경기도 수원시 권선구 탑동로3번길 13,126.974508792637,37.2688925532233,NORMAL,PUBLIC_DATA,MA010120220807165672
str_01KZMSEJ2F39WQR8MCC7T8VTYK,ediya,이디야커피수원영통디지털점,경기도 수원시 영통구 덕영대로1556번길 16,127.059171623234,37.2452641707971,NORMAL,PUBLIC_DATA,MA010120220814233919
str_01KZMSEJ2F39WQR8MCC7T8VTYM,megamgc,메가엠지씨커피수원산업단지점,경기도 수원시 권선구 산업로 180,126.98410878308,37.2424486062693,NORMAL,PUBLIC_DATA,MA010120220805064181
str_01KZMSEJ2F39WQR8MCC7T8VTYN,compose,컴포즈커피광교 법원점,경기도 수원시 영통구 광교중앙로266번길 30,127.068715633729,37.292311392101,NORMAL,PUBLIC_DATA,MA010120220805257281
str_01KZMSEJ2F39WQR8MCC7T8VTYP,compose,컴포즈커피 오목천점,경기도 수원시 권선구 매송고색로 526,126.962885329203,37.2452100650975,NORMAL,PUBLIC_DATA,MA010120220809872364
str_01KZMSEJ2F39WQR8MCC7T8VTYQ,paris,파리바게뜨율전주공점,경기도 수원시 장안구 상률로46번길 3,126.971056034804,37.3056991857006,NORMAL,PUBLIC_DATA,MA010120220812266990
str_01KZMSEJ2F39WQR8MCC7T8VTYR,megamgc,메가엠지씨커피수원파장점,경기도 수원시 장안구 파장로 63,126.993660750131,37.3057295863587,NORMAL,PUBLIC_DATA,MA010120220813607716
str_01KZMSEJ2F39WQR8MCC7T8VTYS,ediya,이디야커피,경기도 수원시 팔달구 덕영대로 924,127.000101464448,37.2656785787546,NORMAL,PUBLIC_DATA,MA010120220801436889
str_01KZMSEJ2F39WQR8MCC7T8VTYT,baskinrobbins,배스킨라빈스능실마을,경기도 수원시 권선구 호매실로104번길 24-61,126.962641916961,37.2588337730455,NORMAL,PUBLIC_DATA,MA010120220813650915
str_01KZMSEJ2F39WQR8MCC7T8VTYV,paikdabang,빽다방수원영통 중앙점,경기도 수원시 영통구 청명남로 31,127.075296491327,37.2529499332214,NORMAL,PUBLIC_DATA,MA010120220809900233
str_01KZMSEJ2F39WQR8MCC7T8VTYW,paris,파리바게뜨수원신 매탄점,경기도 수원시 영통구 효원로 381,127.043310407532,37.2593273189051,NORMAL,PUBLIC_DATA,MA010120220807774662
str_01KZMSEJ2F39WQR8MCC7T8VTYX,paris,파리바게뜨매탄위브점,경기도 수원시 영통구 인계로220번길 6-3,127.041272946912,37.2646982594472,NORMAL,PUBLIC_DATA,MA010120220803017594
str_01KZMSEJ2F39WQR8MCC7T8VTYY,baskinrobbins,배스킨라빈스,경기도 수원시 권선구 서부로 1937,126.966700750878,37.2830189265598,NORMAL,PUBLIC_DATA,MA010120220801333664
str_01KZMSEJ2F39WQR8MCC7T8VTYZ,megamgc,메가엠지씨커피수원 송죽점,경기도 수원시 장안구 송원로 1,127.004376006922,37.2961156153831,NORMAL,PUBLIC_DATA,MA010120220812197492
str_01KZMSEJ2F39WQR8MCC7T8VTZ0,twosome,투썸플레이스수원 인계점,경기도 수원시 팔달구 권광로 138,127.031620650664,37.2598536227361,NORMAL,PUBLIC_DATA,MA010120220802452488
str_01KZMSEJ2F39WQR8MCC7T8VTZ1,twosome,투썸플레이스수원 곡반정점,경기도 수원시 권선구 곡반정로 121,127.03073287978,37.2389766586335,NORMAL,PUBLIC_DATA,MA010120220805165824
str_01KZMSEJ2F39WQR8MCC7T8VTZ2,ediya,이디야커피,경기도 수원시 영통구 봉영로 1590,127.073436458152,37.2527799031285,NORMAL,PUBLIC_DATA,MA010120220800159678
str_01KZMSEJ2F39WQR8MCC7T8VTZ3,paris,파리바게뜨,경기도 수원시 장안구 수성로245번길 18,126.99908652374,37.2901958749123,NORMAL,PUBLIC_DATA,MA010120220802411280
str_01KZMSEJ2F39WQR8MCC7T8VTZ4,paikdabang,빽다방수원SK V1점,경기도 수원시 권선구 평동로79번길 45,126.992785303893,37.2598756461944,NORMAL,PUBLIC_DATA,MA010120220810141693
str_01KZMSEJ2F39WQR8MCC7T8VTZ5,paris,파리바게뜨 교동점,경기도 수원시 팔달구 매산로 99,127.011612817186,37.2707238418118,NORMAL,PUBLIC_DATA,MA010120220810054748
str_01KZMSEJ2F39WQR8MCC7T8VTZ6,baskinrobbins,배스킨라빈스수원정자,경기도 수원시 장안구 정자천로173번길 17,126.994146524036,37.2961515930267,NORMAL,PUBLIC_DATA,MA010120220802456468
str_01KZMSEJ2F39WQR8MCC7T8VTZ7,baskinrobbins,배스킨라빈스 송죽점,경기도 수원시 장안구 경수대로 957,127.005842757941,37.3033959287206,NORMAL,PUBLIC_DATA,MA010120220812351214
str_01KZMSEJ2F39WQR8MCC7T8VTZ8,paris,파리바게뜨북문점,경기도 수원시 장안구 정조로922번길 1,127.013476608494,37.2902762046758,NORMAL,PUBLIC_DATA,MA010120220802401831
str_01KZMSEJ2F39WQR8MCC7T8VTZ9,baskinrobbins,배스킨라빈스수원매탄２호점,경기도 수원시 영통구 효원로 383,127.043626011731,37.2592641300402,NORMAL,PUBLIC_DATA,MA010120220801371923
str_01KZMSEJ2F39WQR8MCC7T8VTZA,paris,파리바게뜨권선SK뷰점,경기도 수원시 권선구 세권로195번길 33,127.026062045481,37.2568454931244,NORMAL,PUBLIC_DATA,MA010120220803630100
str_01KZMSEJ2F39WQR8MCC7T8VTZB,paris,파리바게뜨수원인계한신점,경기도 수원시 팔달구 경수대로 549,127.029349415566,37.2750637899425,NORMAL,PUBLIC_DATA,MA010120220802457640
str_01KZMSEJ2F39WQR8MCC7T8VTZC,baskinrobbins,배스킨라빈스북수원 홈플러스점,경기도 수원시 장안구 경수대로 930,127.008809181137,37.3027650197533,NORMAL,PUBLIC_DATA,MA010120220813794678
str_01KZMSEJ2F39WQR8MCC7T8VTZD,tourlesjours,뚜레쥬르수원 정자점,경기도 수원시 장안구 대평로 80,126.993627770531,37.295538860863,NORMAL,PUBLIC_DATA,MA010120220803546531
str_01KZMSEJ2F39WQR8MCC7T8VTZE,compose,컴포즈커피수원영통 아이파크점,경기도 수원시 영통구 반달로35번길 30,127.077470772644,37.2517771737684,NORMAL,PUBLIC_DATA,MA010120220803034980
str_01KZMSEJ2F39WQR8MCC7T8VTZF,twosome,투썸플레이스,경기도 수원시 권선구 효원로 104,127.013100220302,37.2658670728252,NORMAL,PUBLIC_DATA,MA010120220810547499
str_01KZMSEJ2F39WQR8MCC7T8VTZG,paris,파리바게뜨,경기도 수원시 권선구 권중로56번길 1,127.031234326915,37.2524831908347,NORMAL,PUBLIC_DATA,MA010120220801408121
str_01KZMSEJ2F39WQR8MCC7T8VTZH,ediya,이디야수원메르디앙점,경기도 수원시 팔달구 경수대로604번길 19,127.031956057028,37.279946752206,NORMAL,PUBLIC_DATA,MA010120220810380610
str_01KZMSEJ2F39WQR8MCC7T8VTZJ,twosome,투썸플레이스,경기도 수원시 팔달구 매산로 37,127.005422915245,37.2685257463664,NORMAL,PUBLIC_DATA,MA010120220801435183
str_01KZMSEJ2F39WQR8MCC7T8VTZK,ediya,이디야 수원매탄점,경기도 수원시 영통구 효원로 393,127.044696843696,37.2591105533555,NORMAL,PUBLIC_DATA,MA010120220808736696
str_01KZMSEJ2F39WQR8MCC7T8VTZM,tourlesjours,뚜레쥬르수원판타지움점,경기도 수원시 영통구 덕영대로 1566,127.061899041333,37.2451276197835,NORMAL,PUBLIC_DATA,MA010120220810549021
str_01KZMSEJ2F39WQR8MCC7T8VTZN,ediya,이디야수원 로데오점,경기도 수원시 팔달구 갓매산로 46,127.0051072441,37.2686428957964,NORMAL,PUBLIC_DATA,MA010120220808605093
str_01KZMSEJ2F39WQR8MCC7T8VTZP,ediya,이디야커피,경기도 수원시 권선구 하탑로 38,126.975794121175,37.2687126147149,NORMAL,PUBLIC_DATA,MA010120220803540664
str_01KZMSEJ2F39WQR8MCC7T8VTZQ,megamgc,메가엠지씨커피화서역점,경기도 수원시 팔달구 덕영대로697번길 17,126.990956087128,37.2849334676602,NORMAL,PUBLIC_DATA,MA010120220804985916
